Keyword,Country code,Location,Entities,SERP features,Volume,KD,CPC,Organic traffic,Paid traffic,Current position,Current URL,Current URL inside,Updated,Navigational,Informational,Commercial,Transactional,Branded,Local
sportingbet app install,ZA,South Africa,Sportingbet app (Product),"Sitelinks, People also ask",40,65,0.2,0,0,49,https://www.betway.co.za/sport,,2025-09-10 0:12:49,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
matola mozambique,ZA,South Africa,Matola (Location),"Thumbnail, People also ask, Knowledge panel, Video preview",40,0,0.04,0,0,98,https://www.betway.co.za/sport/soccer/mozambique/mocambola/desportivo_da_matola-v-ferroviario_de_maputo/0?datefilter=202509071445&eventId=8dfd8082-2477-4c28-b048-07e13e8c1550,,2025-09-07 19:02:43,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
any soccer games today,ZA,South Africa,,"People also ask, Sitelinks",40,73,0.02,0,0,52,https://www.betway.co.za/sport,,2025-09-01 17:11:04,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
teatimeresults for today,ZA,South Africa,UK49s Teatime Results (Event),"Sitelinks, Video preview",40,65,,0,0,35,https://www.betway.co.za/luckynumbers,,2025-09-12 13:58:42,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
demo money machine,ZA,South Africa,The Amazing Money Machine (Product),"Thumbnail, Discussions and forums, Video preview, Sitelinks",40,40,,0,0,25,https://www.betway.co.za/lobby/casino-games/slots,,2025-09-05 2:56:04,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
zar casino withdrawal,ZA,South Africa,Zar Casino (Organization),"People also ask, Video preview",40,57,0.32,0,0,36,https://www.betway.co.za/terms-and-conditions,,2025-09-05 3:15:03,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
cosloto,ZA,South Africa,Gosloto (Event),"Sitelinks, Video preview",40,51,,0,0,34,https://www.betway.co.za/luckynumbers,,2025-09-10 12:27:45,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
france lotto results for monday,ZA,South Africa,France Lotto (Event),Sitelinks,40,77,,0,0,60,https://www.betway.co.za/luckynumbers,,2025-09-05 8:25:31,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
sa daily lotto predictions for next draw,ZA,South Africa,SA Daily Lotto (Event),Video preview,40,2,,0,0,46,https://www.betway.co.za/luckynumbers,,2025-09-12 6:41:50,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
world sports betting lotto,ZA,South Africa,World Sports Betting (Organization),"Sitelinks, People also ask, Video preview",40,36,0.25,0,0,26,https://www.betway.co.za/luckynumbers,,2025-09-10 18:11:03,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
total sports vereeniging,ZA,South Africa,"Totalsports (Organization), Vereeniging (Location)","Sitelinks, People also ask, Thumbnail, Video preview",40,28,,0,0,63,https://www.betway.co.za/Account/LoginConfirmation,,2025-09-17 4:27:19,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
tumelo mp3 download,ZA,South Africa,Tumelo (Person),"Knowledge panel, Knowledge card",40,0,,0,0,54,https://www.betway.co.za/Account/LoginConfirmation,,2025-09-03 4:19:25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
zar casino bonus,ZA,South Africa,ZAR Casino (Organization),,40,64,0.35,0,0,61,https://www.betway.co.za/lobby/casino%20games,,2025-09-04 21:04:55,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
standard bank vereeniging,ZA,South Africa,"Standard Bank (Organization), Vereeniging (Location)","Local pack, Sitelinks, People also ask",40,14,0.69,0,0,88,https://www.betway.co.za/Account/LoginConfirmation,,2025-09-05 8:20:03,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
az picerno fc,ZA,South Africa,AZ Picerno (Organization),Video preview,40,0,,0,0,66,https://sports.betway.co.za/live,,2025-09-11 10:57:43,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
bet slang,ZA,South Africa,,"Featured snippet, Thumbnail, People also ask, Sitelinks, Video preview",40,72,,0,0,72,https://www.betway.co.za/latestpromos,,2025-09-10 6:45:08,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
batumi fc,ZA,South Africa,FC Dinamo Batumi (Organization),"Thumbnail, People also ask, Video preview, Knowledge panel",40,8,,0,0,49,https://www.betway.co.za/sport/soccer/geo/national_league/fc_dila_gori-v-fc_dinamo_batumi/0?datefilter=202509141900&eventId=ab0fc84f-14f9-454a-85fc-e7be1b0890a7,,2025-09-15 0:04:58,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
easyload,ZA,South Africa,EasyLoad (Product),"People also ask, Video preview",40,0,,0,0,60,https://www.betway.co.za/account/loginform,,2025-09-05 15:39:24,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
money making apps games,ZA,South Africa,,"AI Overview, People also ask, Sitelinks, Video preview, Discussions and forums",40,67,0.1,0,0,80,https://www.betway.co.za/lobby/casino-games/slots,,2025-08-30 17:50:04,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
hollywood bet games with free spins,ZA,South Africa,Hollywoodbets games (Product),People also ask,40,64,0.3,0,0,30,https://www.betway.co.za/lobby/casino-games/slots,,2025-09-08 10:03:35,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
sa games today,ZA,South Africa,SA Games (Event),Sitelinks,40,52,,0,0,61,https://www.betway.co.za/,,2025-08-30 15:07:25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
russia morning 6/45 results,ZA,South Africa,"Gosloto 6/45 (Event), Russia (Location)",,40,50,,0,0,58,https://www.betway.co.za/luckynumbers,,2025-09-10 21:08:54,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
mob hollywoodbets login,ZA,South Africa,Hollywoodbets (Organization),People also ask,40,51,,0,0,25,https://www.betway.co.za/account/loginform,,2025-09-02 10:55:18,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
real promotions vacancies,ZA,South Africa,Real Promotions (Organization),"People also ask, Video preview",40,0,0.03,0,0,83,https://www.betway.co.za/lobby/casino-games,,2025-09-06 9:41:48,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
free spins no deposit casinos south africa,ZA,South Africa,South Africa (Location),"Top ads, Paid sitelinks, Sitelinks",40,74,0.51,0,0,53,https://www.betway.co.za/lobby/casino-games/slots,,2025-09-05 6:36:47,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
reel rush demo,ZA,South Africa,Reel Rush (Product),"Thumbnail, Sitelinks, People also ask, Video preview",40,43,,0,0,37,https://www.betway.co.za/lobby/casino-games/slots,,2025-09-06 3:52:16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
which hollywoodbets game is easiest to win,ZA,South Africa,Hollywoodbets game (Product),"Thumbnail, People also ask, Sitelinks, Video preview",40,16,0.22,0,0,29,https://www.betway.co.za/lobby/casino-games/slots,,2025-09-05 23:38:07,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
supabets apps,ZA,South Africa,Supabets (Organization),"Sitelinks, People also ask",40,61,0.09,0,0,60,https://www.betway.co.za/account/loginform,,2025-09-03 6:00:42,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
free easyload voucher,ZA,South Africa,Easyload voucher (Product),"People also ask, Sitelinks",40,17,,0,0,38,https://www.betway.co.za/account/loginform,,2025-09-07 17:36:44,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
standard bank ussd code for account number,ZA,South Africa,Standard Bank (Organization),"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",40,7,0.9,0,0,65,https://www.betway.co.za/Account/MyAccount,,2025-08-28 3:03:19,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
2011 lunchtime results history,ZA,South Africa,UK 49s Lunchtime (Event),Sitelinks,40,0,,0,0,22,https://www.betway.co.za/account/loginform,,2025-09-06 16:11:20,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
49s lunch and teatime results,ZA,South Africa,UK 49's (Event),"Sitelinks, Video preview",40,70,,0,0,40,https://www.betway.co.za/luckynumbers,,2025-09-03 4:59:28,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
1000 free games download 2022,ZA,South Africa,,"Sitelinks, People also ask, Video preview",40,71,0.02,0,0,23,https://www.betway.co.za/lobby/casino-games,,2025-09-06 23:01:16,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ireland daily million 6/39 predictions,ZA,South Africa,"Daily Million (Event), Ireland (Location)",Video preview,40,32,,0,0,53,https://www.betway.co.za/luckynumbers,,2025-09-06 5:47:20,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
how does daily lotto pay,ZA,South Africa,Daily Lotto (Event),"People also ask, Video preview, Sitelinks",40,55,,0,0,51,https://www.betway.co.za/luckynumbers,,2025-09-08 14:00:39,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
lunchtime result uk,ZA,South Africa,United Kingdom (Location),"Sitelinks, People also ask, Video preview",40,75,0.02,0,0,35,https://www.betway.co.za/luckynumbers,,2025-09-09 21:14:37,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
gambling license cost,ZA,South Africa,,"People also ask, Sitelinks",40,31,3.1,0,0,101,https://www.betway.co.za/terms-and-conditions,,2025-09-23 4:39:44,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ezugi,ZA,South Africa,Ezugi (Organization),"Knowledge panel, Video preview",40,56,0.11,0,0,89,https://www.betway.co.za/lobby/casino%20games,,2025-09-01 2:23:03,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
my lotto,ZA,South Africa,MyLotto (Organization),"Sitelinks, Video preview",40,59,,0,0,40,https://www.betway.co.za/luckynumbers,,2025-09-03 10:01:04,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
mtn top 8 results,ZA,South Africa,MTN 8 Cup (Event),"Sitelinks, People also ask, Video preview",40,37,0.02,0,0,55,https://www.betway.co.za/sport,,2025-09-04 22:39:50,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
hot shot casino slot games,ZA,South Africa,Hot Shot Casino Slot Games (Product),"People also ask, Video preview",40,69,0.23,0,0,30,https://www.betway.co.za/lobby/casino%20games,,2025-09-05 5:36:19,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
sundowns vs stellenbosch live stream,ZA,South Africa,Mamelodi Sundowns vs Stellenbosch (Event),"Top stories, Thumbnail, Video preview, Sitelinks",40,0,0.02,0,0,55,https://www.betway.co.za/sport,,2025-08-31 7:14:28,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
latest teatime results for today,ZA,South Africa,Teatime Results (Event),"Sitelinks, Video preview",40,71,,0,0,50,https://www.betway.co.za/luckynumbers,,2025-09-03 11:45:42,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
tymebank sassa,ZA,South Africa,"TymeBank (Organization), SASSA (Organization)","Thumbnail, People also ask, Video preview, Sitelinks",40,0,,0,0,71,https://www.betway.co.za/account/loginform,,2025-08-28 21:13:43,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
uk uk lunchtime results,ZA,South Africa,UK 49's Lunchtime (Event),"Sitelinks, Video preview",40,72,,0,0,38,https://www.betway.co.za/luckynumbers,,2025-09-01 17:30:15,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
russian goslotto results,ZA,South Africa,Gosloto (Event),"Sitelinks, People also ask, Video preview",40,52,,0,0,35,https://www.betway.co.za/luckynumbers,,2025-09-04 8:32:25,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
sunbet slots games,ZA,South Africa,Sunbet (Organization),People also ask,40,71,,0,0,39,https://www.betway.co.za/account/loginform,,2025-08-30 21:23:24,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
flight to eswatini,ZA,South Africa,Eswatini (Location),"Sitelinks, People also ask, Thumbnail, Video preview",40,0,0.05,0,0,91,https://www.betway.co.za/lobby/casino-games/launchgame/casino-games/trending/aviator,,2025-08-31 7:20:50,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
7/49 gosloto result,ZA,South Africa,"7/49 (Event), Gosloto 7/49 (Event)",People also ask,40,39,,0,0,52,https://www.betway.co.za/luckynumbers,,2025-09-01 1:15:29,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
how to cancel hollywood bet,ZA,South Africa,Hollywoodbets (Organization),"Featured snippet, People also ask, Video preview, Sitelinks",40,14,,0,0,30,https://www.betway.co.za/responsible-gaming,,2025-09-01 5:41:27,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
daily lotto login,ZA,South Africa,Daily Lotto (Event),"People also ask, Video preview",40,68,0.25,0,0,42,https://www.betway.co.za/luckynumbers,,2025-09-10 9:45:40,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
lotto results lotto plus 1 and 2 yesterday results,ZA,South Africa,"Lotto Plus 1 and 2 (Event), Lotto Plus 1 (Event), Lotto Plus 2 (Event)","Sitelinks, Video preview",40,66,,0,0,43,https://www.betway.co.za/luckynumbers,,2025-09-09 20:14:42,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
lunchtime results friday,ZA,South Africa,,"Sitelinks, People also ask, Video preview",40,72,,0,0,29,https://www.betway.co.za/luckynumbers,,2025-09-04 8:49:59,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
galactic wins casino,ZA,South Africa,Galactic Wins Casino (Organization),"Sitelinks, People also ask, Video preview, Thumbnail",40,25,0.56,0,0,51,https://www.betway.co.za/lobby/casino-games/crashgames,,2025-08-30 21:57:18,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
tea time generator,ZA,South Africa,Teatime (Event),"Sitelinks, Video preview",40,0,,0,0,38,https://www.betway.co.za/luckynumbers,,2025-08-30 21:37:51,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
cheap game reserves in durban,ZA,South Africa,Durban (Location),"People also ask, Sitelinks, Thumbnail, Video preview, Discussions and forums",40,39,0.11,0,0,87,https://www.betway.co.za/,,2025-09-01 8:44:15,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
austria erste liga results,ZA,South Africa,"Erste Liga (Event), Austria (Location)","Knowledge panel, Sitelinks, Video preview",40,31,,0,0,48,https://www.betway.co.za/,,2025-09-14 2:10:45,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
tiki fruits demo,ZA,South Africa,Tiki Fruits (Product),"Thumbnail, Sitelinks, Video preview",40,26,,0,0,89,https://www.betway.co.za/lobby/casino%20games,,2025-09-08 4:15:18,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
uk49 2016,ZA,South Africa,UK 49s (Event),"Sitelinks, Video preview, People also ask",40,0,,0,0,32,https://www.betway.co.za/account/loginform,,2025-09-06 20:40:43,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
hollywood mobile bets login download,ZA,South Africa,Hollywoodbets Mobile App (Product),"People also ask, Sitelinks, Video preview",40,53,,0,0,55,https://www.betway.co.za/account/loginform,,2025-09-07 17:10:12,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
how to change instagram password without old password,ZA,South Africa,Instagram password (Product),"AI Overview, Thumbnail, Sitelinks, People also ask, Video preview, Discussions and forums",40,21,,0,0,55,https://www.betway.co.za/Account/ManagePasswordOption,,2025-08-29 0:44:03,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
french loto 5/49 results,ZA,South Africa,"French Loto (Event), 5/49 (Event)",Sitelinks,40,73,,0,0,37,https://www.betway.co.za/luckynumbers,,2025-09-05 0:04:03,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
lunchtime results for today 2021 today download,ZA,South Africa,,"Sitelinks, Video preview",40,76,,0,0,36,https://www.betway.co.za/luckynumbers,,2025-09-03 6:02:32,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ibv vestmannaeyjar v vikingur reykjavik,ZA,South Africa,"IBV Vestmannaeyjar (Organization), Víkingur Reykjavík (Organization)",,40,0,,0,0,39,https://sports.betway.co.za/how-to-bet,,2025-09-07 23:14:47,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
huawei lite,ZA,South Africa,Huawei (Organization),"People also ask, Sitelinks, Discussions and forums, Video preview",40,27,,0,0,84,https://www.betway.co.za/Betway-App,,2025-09-03 13:23:47,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
how to register hollywood online,ZA,South Africa,Hollywoodbets (Organization),"Featured snippet, People also ask, Discussions and forums, Video preview, Sitelinks",40,55,0.15,0,0,41,https://www.betway.co.za/account/loginform,,2025-09-06 10:14:07,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
bonoloto hot numbers,ZA,South Africa,BonoLoto (Event),People also ask,40,0,,0,0,31,https://www.betway.co.za/luckynumbers,,2025-09-01 23:19:34,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
dragons luck demo,ZA,South Africa,Dragons Luck (Product),"Thumbnail, Video preview, Sitelinks",40,64,,0,0,46,https://www.betway.co.za/lobby/casino%20games,,2025-08-30 4:18:58,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
uk49 lunchtime 2018,ZA,South Africa,UK 49s Lunchtime (Event),,40,0,,0,0,32,https://www.betway.co.za/account/loginform,,2025-09-01 7:14:34,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
standard bank cash send expire,ZA,South Africa,Standard Bank (Organization),"AI Overview, Thumbnail, People also ask, Discussions and forums, Sitelinks, Video preview",40,18,,0,0,56,https://www.betway.co.za/Account/MyAccount,,2025-09-08 9:12:26,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
how to make r100 000 in a week,ZA,South Africa,,"Video preview, People also ask, Discussions and forums, Sitelinks",40,0,0.2,0,0,83,https://www.betway.co.za/latestpromos,,2025-09-01 18:00:42,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
when does standard bank instant money expire,ZA,South Africa,Standard Bank Instant Money (Product),"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",40,6,,0,0,72,https://www.betway.co.za/terms-and-conditions,,2025-09-02 15:28:49,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
world cup betting,ZA,South Africa,World Cup (Event),"People also ask, Top stories, Thumbnail, Video preview",40,71,0.27,0,0,31,https://www.betway.co.za/outrights/soccer/international_clubs/Sports,,2025-08-31 20:26:33,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
tips to win hollywoodbets,ZA,South Africa,Hollywoodbets (Organization),"People also ask, Discussions and forums, Video preview, Sitelinks",40,45,,0,0,68,https://www.betway.co.za/lobby/casino-games,,2025-09-10 3:43:39,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
spin the wheel to win real money,ZA,South Africa,,"People also ask, Thumbnail, Video preview, Discussions and forums, Sitelinks",40,53,0.11,0,0,37,https://www.betway.co.za/lobby/casino-games,,2025-08-30 12:52:05,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
install hollywoodbets login,ZA,South Africa,Hollywoodbets (Organization),"People also ask, Video preview",40,46,0.16,0,0,38,https://www.betway.co.za/account/loginform,,2025-08-29 7:34:52,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
game online account,ZA,South Africa,,"People also ask, Video preview",40,0,0.11,0,0,65,https://www.betway.co.za/lobby/casino-games,,2025-09-07 20:38:03,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
vaal racing results and payouts today,ZA,South Africa,Vaal (Location),Sitelinks,40,11,,0,0,45,https://www.betway.co.za/Horseracing,,2025-09-10 10:02:58,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
hollywood betting codes,ZA,South Africa,Hollywoodbets (Organization),"People also ask, Video preview",40,52,0.36,0,0,44,https://www.betway.co.za/latestpromos,,2025-08-31 20:08:27,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
how to format a huawei phone,ZA,South Africa,Huawei phone (Product),"Featured snippet, Thumbnail, People also ask, Video preview, Sitelinks",40,0,,0,0,75,https://www.betway.co.za/Betway-App,,2025-08-31 8:43:03,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
mtn fixture,ZA,South Africa,MTN 8 Cup (Event),"Sitelinks, Video preview, People also ask",40,12,2.61,0,0,57,https://www.betway.co.za/how-to-bet,,2025-09-07 5:19:15,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
fruit slot,ZA,South Africa,,"Thumbnail, Video preview",40,53,0.3,0,0,30,https://www.betway.co.za/lobby/casino%20games,,2025-09-08 11:29:06,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
hollywood alberton,ZA,South Africa,"Hollywood (Location), Alberton (Location)","Thumbnail, People also ask, Video preview",40,21,,0,0,50,https://www.betway.co.za/,,2025-09-03 20:17:45,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
uk 49s results lunchtime today,ZA,South Africa,UK 49s (Event),"Sitelinks, Video preview",40,76,,0,0,45,https://www.betway.co.za/luckynumbers,,2025-08-31 1:15:52,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
teatime results 2,ZA,South Africa,UK49s Teatime (Event),"Sitelinks, Video preview",40,64,,0,0,63,https://www.betway.co.za/luckynumbers,,2025-09-03 8:42:37,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ways of fortune demo,ZA,South Africa,Ways of Fortune (Product),"Sitelinks, Thumbnail, People also ask, Video preview",40,0,,0,0,43,https://www.betway.co.za/lobby/casino%20games,,2025-09-03 22:30:38,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
euro lotto jackpot,ZA,South Africa,,"People also ask, Sitelinks, Video preview",40,73,,0,0,85,https://www.betway.co.za/luckynumbers,,2025-09-15 6:14:29,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
cape town city vs supersport united stats,ZA,South Africa,"Cape Town City (Organization), Supersport United (Organization)","AI Overview, Thumbnail, Sitelinks, Video preview",40,0,,0,0,78,https://www.betway.co.za/sport,,2025-08-30 10:24:03,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
to unsubscribe on mtn,ZA,South Africa,MTN (Organization),"AI Overview, Thumbnail, People also ask, Video preview, Sitelinks",40,0,,0,0,99,https://www.betway.co.za/privacy-policy,,2025-09-09 7:39:37,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
hollywood login contact details,ZA,South Africa,Hollywoodbets (Organization),"Featured snippet, People also ask",40,40,,0,0,42,https://www.betway.co.za/account/loginform,,2025-09-11 3:01:08,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
hollywood spina zonke games,ZA,South Africa,"Spina Zonke (Product), Hollywood (Location)","Sitelinks, People also ask",40,56,0.18,0,0,33,https://www.betway.co.za/lobby/casino%20games,,2025-09-03 5:32:18,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
springbok coupons,ZA,South Africa,Springbok Casino (Organization),Video preview,40,61,,0,0,26,https://www.betway.co.za/latestpromos,,2025-09-08 16:49:20,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
